source_soil_id,source_weather_id,quality_tier,source_dataset,join_method,label_confidence,feature_confidence,crop
SHC_MH_046005,IMD_GRID_046005,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046006,IMD_GRID_046006,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046007,IMD_GRID_046007,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046008,IMD_GRID_046008,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046009,IMD_GRID_046009,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046010,IMD_GRID_046010,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046011,IMD_GRID_046011,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046012,IMD_GRID_046012,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046013,IMD_GRID_046013,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046014,IMD_GRID_046014,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046015,IMD_GRID_046015,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046016,IMD_GRID_046016,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046017,IMD_GRID_046017,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046018,IMD_GRID_046018,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046019,IMD_GRID_046019,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046020,IMD_GRID_046020,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046021,IMD_GRID_046021,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046022,IMD_GRID_046022,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046023,IMD_GRID_046023,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046024,IMD_GRID_046024,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046025,IMD_GRID_046025,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046026,IMD_GRID_046026,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046027,IMD_GRID_046027,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046028,IMD_GRID_046028,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046029,IMD_GRID_046029,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046030,IMD_GRID_046030,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046031,IMD_GRID_046031,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046032,IMD_GRID_046032,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046033,IMD_GRID_046033,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046034,IMD_GRID_046034,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046035,IMD_GRID_046035,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046036,IMD_GRID_046036,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046037,IMD_GRID_046037,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046038,IMD_GRID_046038,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046039,IMD_GRID_046039,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046040,IMD_GRID_046040,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046041,IMD_GRID_046041,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046042,IMD_GRID_046042,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046043,IMD_GRID_046043,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046044,IMD_GRID_046044,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046045,IMD_GRID_046045,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046046,IMD_GRID_046046,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046047,IMD_GRID_046047,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046048,IMD_GRID_046048,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046049,IMD_GRID_046049,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046050,IMD_GRID_046050,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046051,IMD_GRID_046051,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046052,IMD_GRID_046052,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046053,IMD_GRID_046053,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046054,IMD_GRID_046054,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046055,IMD_GRID_046055,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046056,IMD_GRID_046056,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046057,IMD_GRID_046057,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046058,IMD_GRID_046058,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046059,IMD_GRID_046059,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046060,IMD_GRID_046060,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046061,IMD_GRID_046061,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046062,IMD_GRID_046062,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046063,IMD_GRID_046063,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046064,IMD_GRID_046064,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046065,IMD_GRID_046065,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046066,IMD_GRID_046066,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046067,IMD_GRID_046067,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046068,IMD_GRID_046068,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046069,IMD_GRID_046069,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046070,IMD_GRID_046070,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046071,IMD_GRID_046071,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046072,IMD_GRID_046072,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046073,IMD_GRID_046073,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046074,IMD_GRID_046074,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046075,IMD_GRID_046075,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046076,IMD_GRID_046076,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046077,IMD_GRID_046077,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046078,IMD_GRID_046078,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046079,IMD_GRID_046079,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046080,IMD_GRID_046080,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046081,IMD_GRID_046081,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046082,IMD_GRID_046082,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046083,IMD_GRID_046083,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046084,IMD_GRID_046084,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046085,IMD_GRID_046085,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046086,IMD_GRID_046086,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046087,IMD_GRID_046087,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046088,IMD_GRID_046088,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046089,IMD_GRID_046089,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046090,IMD_GRID_046090,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046091,IMD_GRID_046091,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046092,IMD_GRID_046092,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046093,IMD_GRID_046093,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046094,IMD_GRID_046094,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046095,IMD_GRID_046095,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046096,IMD_GRID_046096,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046097,IMD_GRID_046097,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046098,IMD_GRID_046098,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046099,IMD_GRID_046099,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046100,IMD_GRID_046100,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046101,IMD_GRID_046101,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046102,IMD_GRID_046102,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046103,IMD_GRID_046103,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046104,IMD_GRID_046104,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046105,IMD_GRID_046105,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046106,IMD_GRID_046106,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046107,IMD_GRID_046107,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046108,IMD_GRID_046108,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046109,IMD_GRID_046109,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046110,IMD_GRID_046110,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046111,IMD_GRID_046111,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046112,IMD_GRID_046112,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046113,IMD_GRID_046113,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046114,IMD_GRID_046114,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046115,IMD_GRID_046115,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046116,IMD_GRID_046116,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046117,IMD_GRID_046117,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046118,IMD_GRID_046118,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046119,IMD_GRID_046119,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046120,IMD_GRID_046120,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046121,IMD_GRID_046121,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046122,IMD_GRID_046122,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046123,IMD_GRID_046123,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046124,IMD_GRID_046124,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046125,IMD_GRID_046125,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046126,IMD_GRID_046126,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046127,IMD_GRID_046127,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046128,IMD_GRID_046128,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046129,IMD_GRID_046129,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046130,IMD_GRID_046130,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046131,IMD_GRID_046131,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046132,IMD_GRID_046132,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046133,IMD_GRID_046133,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046134,IMD_GRID_046134,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046135,IMD_GRID_046135,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046136,IMD_GRID_046136,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046137,IMD_GRID_046137,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046138,IMD_GRID_046138,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046139,IMD_GRID_046139,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046140,IMD_GRID_046140,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046141,IMD_GRID_046141,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046142,IMD_GRID_046142,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046143,IMD_GRID_046143,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046144,IMD_GRID_046144,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046145,IMD_GRID_046145,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046146,IMD_GRID_046146,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046147,IMD_GRID_046147,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046148,IMD_GRID_046148,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046149,IMD_GRID_046149,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046150,IMD_GRID_046150,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046151,IMD_GRID_046151,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046152,IMD_GRID_046152,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046153,IMD_GRID_046153,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046154,IMD_GRID_046154,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046155,IMD_GRID_046155,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046156,IMD_GRID_046156,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046157,IMD_GRID_046157,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046158,IMD_GRID_046158,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046159,IMD_GRID_046159,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046160,IMD_GRID_046160,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046161,IMD_GRID_046161,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046162,IMD_GRID_046162,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046163,IMD_GRID_046163,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_046164,IMD_GRID_046164,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046165,IMD_GRID_046165,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046166,IMD_GRID_046166,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046167,IMD_GRID_046167,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046168,IMD_GRID_046168,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046169,IMD_GRID_046169,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046170,IMD_GRID_046170,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046171,IMD_GRID_046171,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046172,IMD_GRID_046172,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046173,IMD_GRID_046173,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046174,IMD_GRID_046174,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046175,IMD_GRID_046175,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046176,IMD_GRID_046176,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046177,IMD_GRID_046177,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_046178,IMD_GRID_046178,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
